Date,Description,Amount,Category
09-06-2024,UPI/RENT TRANSFER,32491.42,Rent
05-04-2023,SPOTIFY PREMIUM,1246.96,Entertainment
18-10-2024,PVR CINEMAS,920.61,Entertainment
04-07-2024,IGL GAS BILL,1235.86,Utilities
04-12-2024,FLIPKART,6176.36,Shopping
18-11-2023,BESCOM BILL,2944.6,Utilities
05-02-2023,GROCERY STORE,1032.74,Food
29-11-2023,IGL GAS BILL,2529.65,Utilities
16-06-2024,UPI/KFC,1013.08,Food
28-10-2023,GROCERY STORE,1133.24,Food
19-04-2024,JIO FIBER,970.52,Utilities
05-07-2024,PPF TRANSFER,9668.33,Investment
15-08-2023,IGL GAS BILL,625.01,Utilities
22-10-2024,PVR CINEMAS,570.05,Entertainment
16-10-2024,GROCERY STORE,1616.95,Food
25-11-2024,UPI/ZOMATO,720.15,Food
08-05-2023,JIO FIBER,2430.53,Utilities
01-11-2024,STARBUCKS,1005.36,Food
26-05-2024,UPI/DECATHLON,625.07,Shopping
05-02-2023,GROCERY STORE,1349.95,Food
08-07-2023,UPI/KFC,2161.43,Food
25-05-2023,DOMINOS PIZZA,1350.37,Food
05-04-2024,DOMINOS PIZZA,362.81,Food
02-05-2023,BLINKIT,2068.16,Food
23-04-2024,ZERODHA BROKING,7323.5,Investment
06-07-2023,UPI/KFC,1780.11,Food
07-10-2024,UPI/KFC,1446.66,Food
14-09-2023,UPI/KFC,239.53,Food
15-07-2024,DISNEY+ HOTSTAR,1098.99,Entertainment
29-04-2024,BOOKMYSHOW,753.79,Entertainment
04-10-2024,IGL GAS BILL,2381.45,Utilities
01-11-2024,UPI/ZOMATO,2389.65,Food
25-07-2023,JIO FIBER,2718.59,Utilities
25-02-2023,UPI/DECATHLON,5792.6,Shopping
17-11-2023,FLIPKART,2801.23,Shopping
20-10-2023,MYNTRA,1997.24,Shopping
26-11-2023,ZARA,7925.52,Shopping
08-04-2024,AMAZON INDIA,7796.07,Shopping
22-01-2023,UNIQLO,7924.31,Shopping
15-06-2023,NETFLIX SUB,514.61,Entertainment
12-02-2024,UNIQLO,7204.7,Shopping
26-09-2024,BLINKIT,243.15,Food
06-11-2023,FLIPKART,820.81,Shopping
23-09-2024,CREDIT - SALARY,116924.26,Salary
07-08-2023,JIO FIBER,2694.65,Utilities
19-04-2023,AMAZON INDIA,7966.31,Shopping
11-04-2023,PVR CINEMAS,370.69,Entertainment
30-01-2023,NOBROKER RENT,22946.17,Rent
10-02-2024,STARBUCKS,2240.64,Food
03-09-2024,UPI/RENT TRANSFER,31510.79,Rent
09-10-2023,JIO FIBER,2778.86,Utilities
05-06-2024,NETFLIX SUB,314.63,Entertainment
29-05-2023,BLINKIT,1215.21,Food
21-07-2023,BLINKIT,1252.98,Food
12-08-2023,SALARY CREDIT - TCS,148750.82,Salary
29-01-2023,UNIQLO,7771.8,Shopping
09-07-2023,ZARA,1764.21,Shopping
18-01-2024,SPOTIFY PREMIUM,1161.81,Entertainment
13-10-2023,FLIPKART,1474.46,Shopping
18-04-2023,JIO FIBER,2147.63,Utilities
24-04-2024,IGL GAS BILL,1761.64,Utilities
17-02-2023,DOMINOS PIZZA,1429.96,Food
21-07-2023,BOOKMYSHOW,418.43,Entertainment
24-07-2024,GROWW SIP,7268.48,Investment
09-12-2023,SPOTIFY PREMIUM,864.39,Entertainment
04-08-2023,SPOTIFY PREMIUM,1233.46,Entertainment
16-09-2024,BESCOM BILL,1872.74,Utilities
25-11-2024,AIRTEL POSTPAID,565.41,Utilities
19-04-2024,NPS CONTRIBUTION,10845.25,Investment
08-11-2024,UPI/DECATHLON,5049.37,Shopping
26-04-2024,ZARA,1688.69,Shopping
31-08-2024,DISNEY+ HOTSTAR,1352.77,Entertainment
02-12-2024,NETFLIX SUB,306.52,Entertainment
18-02-2023,ZARA,3034.13,Shopping
29-05-2023,FLIPKART,7126.26,Shopping
29-03-2023,MCDONALDS,2123.07,Food
12-05-2024,SALARY CREDIT - TCS,83759.07,Salary
20-01-2024,JIO FIBER,2503.93,Utilities
10-05-2023,PVR CINEMAS,1121.86,Entertainment
01-02-2024,AMAZON INDIA,7743.82,Shopping
05-08-2023,UPI/SWIGGY,1757.5,Food
16-01-2024,DOMINOS PIZZA,777.09,Food
28-10-2024,AMAZON INDIA,3619.15,Shopping
10-12-2024,GROCERY STORE,704.48,Food
27-07-2023,PVR CINEMAS,352.44,Entertainment
22-10-2024,ACH DEBIT - HDFC HOME LOAN,42488.68,EMI
05-12-2024,UPI/ZOMATO,2158.52,Food
07-03-2024,AMAZON INDIA,1099.41,Shopping
30-07-2024,AMAZON INDIA,6275.38,Shopping
20-09-2023,AMAZON INDIA,5021.55,Shopping
27-01-2024,BLINKIT,1264.15,Food
11-10-2023,DOMINOS PIZZA,1770.12,Food
29-12-2023,ACCENTURE PAYROLL,126828.8,Salary
11-09-2023,NPS CONTRIBUTION,11870.13,Investment
25-02-2024,JIO FIBER,2366.59,Utilities
28-08-2024,DISNEY+ HOTSTAR,1087.12,Entertainment
15-05-2024,ACH DEBIT - HDFC HOME LOAN,28479.55,EMI
23-01-2024,SPOTIFY PREMIUM,478.07,Entertainment
09-01-2024,MYNTRA,5720.97,Shopping
14-01-2024,SBI HOME LOAN EMI,25925.45,EMI
03-04-2024,FLIPKART,7702.84,Shopping
14-09-2024,AIRTEL POSTPAID,1971.08,Utilities
20-08-2024,UNIQLO,5410.75,Shopping
13-08-2023,FLIPKART,5540.72,Shopping
09-10-2024,UPI/SWIGGY,2371.99,Food
05-05-2024,BOOKMYSHOW,1130.31,Entertainment
27-09-2024,IGL GAS BILL,717.57,Utilities
13-07-2023,ZARA,5929.38,Shopping
02-12-2024,UPI/SWIGGY,1913.6,Food
23-09-2023,DISNEY+ HOTSTAR,1410.98,Entertainment
23-01-2023,AIRTEL POSTPAID,1303.22,Utilities
03-12-2023,ZARA,4842.86,Shopping
27-04-2023,GROCERY STORE,482.65,Food
09-03-2024,BLINKIT,2094.91,Food
31-07-2023,BESCOM BILL,1554.17,Utilities
22-03-2024,BLINKIT,1865.74,Food
30-04-2024,UPI/ZOMATO,1289.63,Food
20-02-2023,UPI/ZOMATO,1590.31,Food
04-08-2024,AIRTEL POSTPAID,543.6,Utilities
09-02-2024,UPI/SWIGGY,293.61,Food
07-09-2023,UNIQLO,3490.81,Shopping
29-01-2023,GROWW SIP,19736.16,Investment
18-11-2023,ICICI CAR LOAN,40615.51,EMI
17-09-2024,SPOTIFY PREMIUM,708.34,Entertainment
02-06-2023,UPI/DECATHLON,6333.24,Shopping
22-05-2024,MCDONALDS,1093.42,Food
16-02-2024,ACCENTURE PAYROLL,140277.74,Salary
08-11-2023,IGL GAS BILL,1200.75,Utilities
24-02-2023,IGL GAS BILL,742.14,Utilities
27-10-2024,GROCERY STORE,1001.24,Food
07-01-2024,HOUSE RENT,21954.01,Rent
14-11-2024,UPI/ZOMATO,1075.06,Food
29-08-2024,NPS CONTRIBUTION,6769.4,Investment
30-08-2023,UNIQLO,2839.31,Shopping
13-11-2024,IGL GAS BILL,681.73,Utilities
11-08-2023,STARBUCKS,870.17,Food
06-10-2024,UNIQLO,3446.66,Shopping
17-09-2024,UPI/SWIGGY,1518.01,Food
15-02-2024,PVR CINEMAS,1219.07,Entertainment
19-08-2024,MYNTRA,3661.61,Shopping
09-01-2024,BLINKIT,2480.78,Food
28-04-2024,IGL GAS BILL,1006,Utilities
31-05-2024,UNIQLO,840.6,Shopping
28-11-2024,IGL GAS BILL,1873.34,Utilities
20-04-2023,NETFLIX SUB,1214.94,Entertainment
14-02-2024,INFOSYS SALARY,141209.07,Salary
06-12-2024,UNIQLO,6395.11,Shopping
21-02-2024,STARBUCKS,1635.72,Food
18-08-2023,UPI/KFC,424.53,Food
08-06-2023,BLINKIT,1026.88,Food
19-12-2024,IGL GAS BILL,1779.26,Utilities
31-07-2023,TO LANDLORD,16243.14,Rent
29-07-2024,BLINKIT,612.37,Food
07-07-2024,MCDONALDS,1964.13,Food
02-06-2023,ZERODHA BROKING,8217.92,Investment
05-03-2023,STARBUCKS,1738.04,Food
06-04-2023,NETFLIX SUB,1233.09,Entertainment
17-04-2023,STARBUCKS,1842.24,Food
06-09-2023,UPI/SWIGGY,1228.21,Food
01-01-2024,AIRTEL POSTPAID,1844.09,Utilities
26-01-2024,ICICI CAR LOAN,31708.57,EMI
04-08-2023,UPI/SWIGGY,2381.19,Food
26-05-2023,SPOTIFY PREMIUM,861.6,Entertainment
04-01-2023,HOUSE RENT,25202.4,Rent
20-09-2024,UPI/SWIGGY,1332.84,Food
21-06-2024,UNIQLO,7964.14,Shopping
07-09-2024,DISNEY+ HOTSTAR,751.84,Entertainment
02-10-2024,ZARA,2838.04,Shopping
28-10-2024,AMAZON INDIA,2968.94,Shopping
13-01-2023,NETFLIX SUB,944.17,Entertainment
06-01-2023,SPOTIFY PREMIUM,593.39,Entertainment
17-11-2024,DISNEY+ HOTSTAR,1275.16,Entertainment
22-03-2023,ZARA,4851.41,Shopping
11-05-2023,GROCERY STORE,2392.39,Food
01-10-2023,ACCENTURE PAYROLL,119746.48,Salary
29-11-2024,UPI/DECATHLON,847.9,Shopping
09-08-2023,UPI/DECATHLON,1199.01,Shopping
12-03-2024,JIO FIBER,795.21,Utilities
18-06-2023,ZARA,6309.34,Shopping
23-02-2023,DISNEY+ HOTSTAR,501.64,Entertainment
19-09-2023,BOOKMYSHOW,259.32,Entertainment
21-08-2024,PVR CINEMAS,1440.8,Entertainment
25-06-2023,GROWW SIP,19703.57,Investment
11-04-2023,UPI/DECATHLON,3559.25,Shopping
18-06-2024,UPI/SWIGGY,400.27,Food
18-05-2023,JIO FIBER,1125.5,Utilities
19-02-2024,UPI/SWIGGY,673.09,Food
01-07-2023,PPF TRANSFER,6903.63,Investment
05-01-2023,IGL GAS BILL,1940.32,Utilities
18-04-2023,UPI/DECATHLON,2194.03,Shopping
18-05-2023,BOOKMYSHOW,316.01,Entertainment
30-11-2023,SPOTIFY PREMIUM,1211.7,Entertainment
29-08-2024,UNIQLO,2245.17,Shopping
31-08-2023,JIO FIBER,1406.72,Utilities
25-08-2024,BOOKMYSHOW,1445.98,Entertainment
09-07-2023,MCDONALDS,179.31,Food
08-03-2023,UPI/KFC,338.7,Food
12-03-2024,GROCERY STORE,1638.59,Food
02-02-2024,GROCERY STORE,171.65,Food
19-02-2023,MCDONALDS,650.14,Food
27-04-2024,MCDONALDS,1661.41,Food
12-05-2024,BAJAJ FINSERV EMI,31456.01,EMI
29-02-2024,BLINKIT,2045.5,Food
09-04-2023,NOBROKER RENT,17127.13,Rent
03-11-2024,UPI/KFC,333.84,Food
22-06-2023,UPI/ZOMATO,1895.33,Food
30-05-2023,GROWW SIP,17588.47,Investment
05-03-2023,UPI/DECATHLON,4894.14,Shopping
12-11-2023,ZARA,803.91,Shopping
04-05-2023,UNIQLO,3278.03,Shopping
14-11-2024,NPS CONTRIBUTION,11161.75,Investment
30-09-2024,SPOTIFY PREMIUM,751.12,Entertainment
15-01-2023,PVR CINEMAS,1352.7,Entertainment
02-01-2023,MYNTRA,7458.52,Shopping
16-02-2023,BESCOM BILL,687.77,Utilities
04-03-2024,ZARA,4824.62,Shopping
08-02-2023,MYNTRA,2551.06,Shopping
29-07-2024,MCDONALDS,924.65,Food
28-09-2024,NOBROKER RENT,21541.91,Rent
12-09-2024,GROWW SIP,9240.29,Investment
28-08-2023,DOMINOS PIZZA,1763.17,Food
07-08-2023,MCDONALDS,1420.94,Food
05-05-2023,PVR CINEMAS,707.36,Entertainment
14-05-2024,STARBUCKS,1175.5,Food
05-01-2023,UPI/ZOMATO,1148.35,Food
02-12-2024,BLINKIT,2228.55,Food
07-05-2023,DOMINOS PIZZA,2352.54,Food
12-04-2023,PVR CINEMAS,1420.22,Entertainment
19-03-2024,BLINKIT,1498.37,Food
20-05-2023,UPI/SWIGGY,286.52,Food
31-05-2023,GROCERY STORE,1186.57,Food
26-12-2024,GROCERY STORE,1261.25,Food
24-10-2023,UPI/ZOMATO,469.22,Food
16-10-2024,AMAZON INDIA,1048.99,Shopping
15-11-2024,BOOKMYSHOW,1053.05,Entertainment
31-03-2023,BESCOM BILL,760.97,Utilities
18-12-2023,PVR CINEMAS,211.96,Entertainment
23-02-2024,GROCERY STORE,784.78,Food
05-09-2024,PVR CINEMAS,482.66,Entertainment
14-04-2023,UNIQLO,6057.63,Shopping
23-06-2024,UPI/KFC,977.18,Food
08-06-2024,GROCERY STORE,1388.98,Food
29-07-2024,PPF TRANSFER,6368.4,Investment
04-10-2024,UPI/ZOMATO,1573.52,Food
19-11-2024,DISNEY+ HOTSTAR,624.87,Entertainment
25-05-2024,BESCOM BILL,1439.82,Utilities
21-02-2024,UPI/KFC,1846.68,Food
06-03-2023,AIRTEL POSTPAID,1293.66,Utilities
26-05-2023,GROCERY STORE,1109.83,Food
21-12-2024,UPI/KFC,2475.94,Food
03-12-2023,SPOTIFY PREMIUM,699.84,Entertainment
24-11-2024,STARBUCKS,957.61,Food
21-08-2023,ZARA,5972.89,Shopping
12-12-2023,AIRTEL POSTPAID,2822.32,Utilities
29-12-2023,UPI/DECATHLON,2361.51,Shopping
15-08-2023,BOOKMYSHOW,950.71,Entertainment
04-09-2023,SPOTIFY PREMIUM,1349.65,Entertainment
14-08-2024,IGL GAS BILL,2708.5,Utilities
26-08-2024,ZERODHA BROKING,16936.94,Investment
25-11-2023,JIO FIBER,1940.34,Utilities
03-10-2023,UPI/DECATHLON,3976.75,Shopping
11-07-2024,NETFLIX SUB,851.97,Entertainment
18-02-2024,UPI/KFC,1117.48,Food
09-11-2024,UPI/DECATHLON,843.37,Shopping
16-10-2023,DISNEY+ HOTSTAR,306.88,Entertainment
22-04-2023,GROWW SIP,7946.44,Investment
03-09-2023,ZERODHA BROKING,14782.17,Investment
11-05-2023,SPOTIFY PREMIUM,1056.42,Entertainment
20-02-2023,ZARA,6710.8,Shopping
28-01-2024,STARBUCKS,525.38,Food
18-02-2023,HOUSE RENT,24382.67,Rent
20-09-2023,AIRTEL POSTPAID,1402.74,Utilities
27-09-2024,GROWW SIP,12462.05,Investment
08-09-2023,UPI/KFC,1402.64,Food
20-07-2023,ZARA,5249.69,Shopping
04-11-2024,FLIPKART,6421.26,Shopping
15-10-2024,DISNEY+ HOTSTAR,288.02,Entertainment
28-09-2024,BLINKIT,1413.41,Food
23-12-2023,UPI/ZOMATO,1195.41,Food
13-07-2024,ACCENTURE PAYROLL,139438.47,Salary
28-12-2024,UPI/SWIGGY,716.37,Food
29-06-2023,PVR CINEMAS,1018.62,Entertainment
24-12-2023,UPI/KFC,2070.52,Food
09-09-2024,UPI/SWIGGY,914.77,Food
15-01-2024,PPF TRANSFER,8636.52,Investment
30-10-2023,UNIQLO,7927.78,Shopping
23-08-2024,PPF TRANSFER,14948.49,Investment
13-03-2023,SALARY CREDIT - TCS,90878.45,Salary
20-06-2023,BAJAJ FINSERV EMI,39355.59,EMI
17-01-2023,SPOTIFY PREMIUM,919.42,Entertainment
18-08-2023,MCDONALDS,859.6,Food
24-01-2023,DISNEY+ HOTSTAR,915.62,Entertainment
11-06-2024,UPI/ZOMATO,726.25,Food
05-01-2023,AMAZON INDIA,1569.75,Shopping
29-10-2024,GROCERY STORE,1336.65,Food
25-06-2024,GROCERY STORE,1584.48,Food
17-08-2024,BOOKMYSHOW,433.73,Entertainment
15-02-2023,BLINKIT,1502,Food
30-11-2024,UPI/SWIGGY,972.23,Food
15-12-2023,PPF TRANSFER,6663.84,Investment
06-05-2024,STARBUCKS,1461.41,Food
15-03-2024,UNIQLO,1573.14,Shopping
18-05-2024,GROWW SIP,18384.28,Investment
25-11-2023,MYNTRA,535.73,Shopping
27-12-2023,MYNTRA,6184.97,Shopping
13-09-2023,UPI/SWIGGY,1251.87,Food
04-05-2024,UNIQLO,2965.02,Shopping
23-01-2024,MYNTRA,4568.91,Shopping
02-04-2023,MYNTRA,4362.36,Shopping
21-09-2024,ZERODHA BROKING,6225.22,Investment
10-01-2024,MCDONALDS,565.86,Food
04-11-2024,STARBUCKS,299.79,Food
17-01-2024,SPOTIFY PREMIUM,594.07,Entertainment
22-04-2023,ZARA,5769.04,Shopping
07-10-2023,UPI/DECATHLON,4329,Shopping
07-05-2024,FLIPKART,4764.37,Shopping
30-08-2024,GROCERY STORE,1958.72,Food
04-06-2024,GROCERY STORE,446.77,Food
07-12-2023,AMAZON INDIA,3139.74,Shopping
22-02-2023,DOMINOS PIZZA,1944.55,Food
01-10-2023,UPI/DECATHLON,2370.49,Shopping
05-05-2024,UPI/RENT TRANSFER,33943.51,Rent
14-11-2024,UPI/SWIGGY,311.18,Food
29-11-2023,UPI/SWIGGY,613.46,Food
12-08-2024,BOOKMYSHOW,588.37,Entertainment
05-09-2023,PPF TRANSFER,16173.48,Investment
10-10-2023,ICICI CAR LOAN,44727,EMI
29-01-2024,GROWW SIP,13379.3,Investment
06-09-2024,UNIQLO,7511.64,Shopping
29-12-2024,BLINKIT,1387.27,Food
27-01-2024,SPOTIFY PREMIUM,371.59,Entertainment
16-11-2024,DOMINOS PIZZA,2468.91,Food
03-06-2024,UPI/KFC,808.67,Food
18-06-2023,GROCERY STORE,313.04,Food
18-04-2023,UNIQLO,2143.41,Shopping
14-04-2024,UPI/ZOMATO,575.5,Food
24-04-2024,PVR CINEMAS,447.75,Entertainment
18-04-2024,UPI/KFC,1797.96,Food
16-12-2023,DISNEY+ HOTSTAR,1201.82,Entertainment
28-04-2024,UPI/SWIGGY,1192.59,Food
30-01-2024,UPI/DECATHLON,7941.19,Shopping
09-01-2023,JIO FIBER,1889.01,Utilities
14-05-2023,AMAZON INDIA,4072.55,Shopping
25-09-2024,UPI/ZOMATO,443.69,Food
07-04-2023,JIO FIBER,1774.47,Utilities
18-01-2023,AMAZON INDIA,1797.83,Shopping
15-01-2023,AIRTEL POSTPAID,2828.97,Utilities
22-08-2024,UPI/DECATHLON,2541.3,Shopping
20-01-2024,IGL GAS BILL,1970.98,Utilities
17-07-2023,BLINKIT,2129.72,Food
23-06-2024,BAJAJ FINSERV EMI,42272.62,EMI
30-03-2024,UPI/KFC,2469.31,Food
20-04-2024,BAJAJ FINSERV EMI,44330.97,EMI
10-05-2023,BAJAJ FINSERV EMI,33691.95,EMI
22-09-2024,DOMINOS PIZZA,777,Food
11-08-2023,BLINKIT,1346.08,Food
21-03-2024,SPOTIFY PREMIUM,901.23,Entertainment
14-02-2023,ZARA,2171.39,Shopping
16-01-2024,PVR CINEMAS,345.45,Entertainment
07-01-2023,STARBUCKS,1427.22,Food
11-03-2023,DOMINOS PIZZA,1150.37,Food
18-05-2023,UNIQLO,4707.7,Shopping
22-02-2023,BLINKIT,1742.37,Food
07-06-2024,JIO FIBER,2478.62,Utilities
10-05-2024,MYNTRA,6988.06,Shopping
18-03-2023,DOMINOS PIZZA,511.39,Food
05-06-2023,DISNEY+ HOTSTAR,278.79,Entertainment
06-07-2023,ZARA,3449.02,Shopping
11-10-2024,FLIPKART,2766.94,Shopping
12-12-2023,UNIQLO,609.24,Shopping
26-09-2024,BLINKIT,537.09,Food
15-08-2024,IGL GAS BILL,657.29,Utilities
04-07-2024,NPS CONTRIBUTION,11606.79,Investment
05-12-2024,UPI/KFC,174.69,Food
26-08-2024,GROWW SIP,7333.86,Investment
26-08-2023,UPI/SWIGGY,364.39,Food
17-10-2024,FLIPKART,4828.71,Shopping
02-08-2024,MCDONALDS,1975.05,Food
27-06-2024,SPOTIFY PREMIUM,1226.22,Entertainment
15-10-2023,BOOKMYSHOW,1171.74,Entertainment
01-03-2023,PVR CINEMAS,1022.51,Entertainment
28-03-2023,UPI/ZOMATO,1373.05,Food
27-07-2024,AMAZON INDIA,6055.56,Shopping
12-03-2024,MYNTRA,734.74,Shopping
30-12-2024,MCDONALDS,566.5,Food
15-12-2024,BAJAJ FINSERV EMI,31664.72,EMI
02-02-2023,UPI/DECATHLON,6964.63,Shopping
10-06-2023,UNIQLO,1147.17,Shopping
02-04-2023,BAJAJ FINSERV EMI,29418.12,EMI
03-09-2024,MYNTRA,5953.96,Shopping
22-01-2024,AMAZON INDIA,1127.69,Shopping
11-10-2024,PVR CINEMAS,1478.4,Entertainment
10-04-2023,BLINKIT,1832.14,Food
04-12-2024,JIO FIBER,502.78,Utilities
03-10-2024,UPI/KFC,1617.47,Food
08-04-2023,ZERODHA BROKING,11140.15,Investment
21-04-2024,MCDONALDS,2103.37,Food
31-03-2023,JIO FIBER,879.02,Utilities
19-06-2023,DOMINOS PIZZA,2072.54,Food
13-03-2024,AIRTEL POSTPAID,1005.74,Utilities
30-06-2023,AIRTEL POSTPAID,2638.96,Utilities
02-10-2024,GROCERY STORE,668.57,Food
16-12-2023,UPI/ZOMATO,998.56,Food
13-05-2024,GROCERY STORE,1247.15,Food
17-03-2024,STARBUCKS,486.46,Food
27-10-2023,UNIQLO,1430.96,Shopping
23-01-2024,ZARA,3118.68,Shopping
02-08-2024,JIO FIBER,1753.17,Utilities
18-04-2024,UPI/DECATHLON,3101.73,Shopping
03-07-2024,AMAZON INDIA,7338.97,Shopping
03-09-2023,UPI/KFC,1524.61,Food
28-11-2024,STARBUCKS,1826.07,Food
06-04-2024,SPOTIFY PREMIUM,681.98,Entertainment
10-11-2023,NETFLIX SUB,234.85,Entertainment
22-08-2024,UPI/ZOMATO,863.49,Food
22-05-2024,MCDONALDS,858.17,Food
10-12-2024,DISNEY+ HOTSTAR,633.99,Entertainment
03-11-2024,DOMINOS PIZZA,1419.75,Food
18-09-2023,GROCERY STORE,2093.79,Food
16-07-2024,MCDONALDS,2009.19,Food
01-12-2023,UNIQLO,3302.5,Shopping
06-08-2024,UPI/ZOMATO,383.55,Food
09-02-2023,UPI/SWIGGY,1625.84,Food
21-08-2024,UPI/KFC,1300.23,Food
19-08-2023,STARBUCKS,947.45,Food
22-06-2024,IGL GAS BILL,578.18,Utilities
01-08-2023,GROCERY STORE,1190.75,Food
05-01-2024,UNIQLO,6687.04,Shopping
24-12-2023,MCDONALDS,453.43,Food
08-07-2023,DISNEY+ HOTSTAR,792.17,Entertainment
16-03-2023,PVR CINEMAS,351.64,Entertainment
01-02-2023,NPS CONTRIBUTION,19190.7,Investment
13-02-2023,HOUSE RENT,21129.43,Rent
14-12-2023,SPOTIFY PREMIUM,446.23,Entertainment
15-05-2024,MCDONALDS,550.23,Food
17-11-2024,ZARA,6580.38,Shopping
10-10-2024,ZARA,3688.77,Shopping
03-03-2024,MCDONALDS,2327.55,Food
23-11-2024,PVR CINEMAS,1246.46,Entertainment
10-07-2024,GROCERY STORE,1410.09,Food
13-09-2023,UNIQLO,4813.51,Shopping
15-05-2023,GROCERY STORE,2263.5,Food
24-02-2023,STARBUCKS,894.39,Food
29-04-2024,AIRTEL POSTPAID,1655.75,Utilities
29-03-2023,BOOKMYSHOW,902.58,Entertainment
14-02-2024,DISNEY+ HOTSTAR,891.23,Entertainment
06-01-2023,STARBUCKS,2066.29,Food
06-10-2023,PVR CINEMAS,206.74,Entertainment
08-02-2024,ZARA,1000.54,Shopping
31-10-2023,DOMINOS PIZZA,809.71,Food
15-09-2024,IGL GAS BILL,1640.59,Utilities
12-02-2023,UPI/DECATHLON,7684.65,Shopping
03-04-2024,MYNTRA,3826.37,Shopping
27-02-2023,UPI/ZOMATO,684.73,Food
21-10-2023,BLINKIT,1457.14,Food
07-03-2024,UPI/DECATHLON,3602.65,Shopping
23-10-2024,UPI/DECATHLON,7746.12,Shopping
21-01-2023,PVR CINEMAS,356.67,Entertainment
05-06-2024,IGL GAS BILL,2808.9,Utilities
01-03-2023,MCDONALDS,1162.8,Food
01-12-2023,GROCERY STORE,384.94,Food
03-01-2023,MCDONALDS,542.85,Food
11-05-2024,IGL GAS BILL,778,Utilities
09-04-2023,UPI/ZOMATO,1031.66,Food
04-08-2023,PVR CINEMAS,578.11,Entertainment
06-06-2023,ACH DEBIT - HDFC HOME LOAN,40329.8,EMI
24-09-2024,BESCOM BILL,1867.57,Utilities
04-02-2023,UPI/KFC,1393.95,Food
31-03-2024,FLIPKART,7923.43,Shopping
20-04-2023,AIRTEL POSTPAID,2412.99,Utilities
30-09-2024,BESCOM BILL,1361.56,Utilities
24-11-2023,BLINKIT,1833.07,Food
18-04-2023,GROCERY STORE,252.33,Food
29-12-2024,UPI/SWIGGY,550.02,Food
28-10-2024,ACCENTURE PAYROLL,149568.88,Salary
08-12-2023,FLIPKART,6620.56,Shopping
15-08-2024,MCDONALDS,823.66,Food
06-01-2023,DOMINOS PIZZA,1905.1,Food
06-10-2023,DISNEY+ HOTSTAR,1151.14,Entertainment
27-02-2023,MYNTRA,5224.42,Shopping
02-03-2023,PPF TRANSFER,8546.73,Investment
24-09-2024,DOMINOS PIZZA,1429.22,Food
30-10-2023,DOMINOS PIZZA,1000.46,Food
24-12-2024,FLIPKART,4800.91,Shopping
30-04-2024,FLIPKART,7425.41,Shopping
20-02-2024,MCDONALDS,2218.32,Food
19-10-2023,STARBUCKS,1021.79,Food
01-10-2024,JIO FIBER,1019.66,Utilities
09-02-2024,FLIPKART,5019.58,Shopping
30-09-2023,NETFLIX SUB,695.25,Entertainment
31-10-2024,MCDONALDS,547.03,Food
30-01-2024,UPI/DECATHLON,5893.49,Shopping
02-03-2024,ZARA,2184.74,Shopping
06-11-2023,STARBUCKS,953.61,Food
05-01-2023,MCDONALDS,1759.48,Food
02-12-2023,FLIPKART,1356.95,Shopping
12-11-2024,BOOKMYSHOW,1455.29,Entertainment
18-07-2024,UPI/SWIGGY,1880.34,Food
31-05-2024,GROCERY STORE,161.23,Food
21-04-2023,ZERODHA BROKING,15498.73,Investment
10-12-2023,UPI/SWIGGY,1104.98,Food
25-03-2024,IGL GAS BILL,1538.65,Utilities
29-11-2023,UPI/SWIGGY,2248.45,Food
19-06-2024,PVR CINEMAS,270.3,Entertainment
25-08-2024,STARBUCKS,2062.12,Food
01-10-2023,JIO FIBER,1756.5,Utilities
01-07-2023,UPI/DECATHLON,4961.92,Shopping
08-10-2023,BESCOM BILL,1501.72,Utilities
19-09-2023,DOMINOS PIZZA,2022.98,Food
27-01-2023,NETFLIX SUB,910.27,Entertainment
28-09-2024,AMAZON INDIA,2369.61,Shopping
11-08-2023,SPOTIFY PREMIUM,502.13,Entertainment
10-01-2024,GROCERY STORE,1880.58,Food
29-10-2023,JIO FIBER,1390.83,Utilities
12-08-2023,DISNEY+ HOTSTAR,427.68,Entertainment
22-04-2024,STARBUCKS,1410.33,Food
23-11-2023,UPI/KFC,2446.24,Food
20-06-2024,SPOTIFY PREMIUM,947.37,Entertainment
18-03-2023,BLINKIT,1240.18,Food
19-07-2024,MCDONALDS,1031.55,Food
22-04-2023,ZARA,1462.98,Shopping
30-01-2023,FLIPKART,1026.97,Shopping
05-03-2024,BOOKMYSHOW,597.97,Entertainment
15-12-2023,IGL GAS BILL,2665.59,Utilities
11-02-2024,NETFLIX SUB,1350.01,Entertainment
26-04-2024,PVR CINEMAS,1109.76,Entertainment
11-05-2024,UNIQLO,3186.07,Shopping
24-02-2023,NOBROKER RENT,32520.02,Rent
09-06-2024,AMAZON INDIA,4539.15,Shopping
14-04-2023,UPI/KFC,1902.44,Food
01-07-2024,IGL GAS BILL,623.43,Utilities
05-11-2024,UPI/ZOMATO,1888,Food
16-02-2023,MCDONALDS,2439.84,Food
17-07-2024,MCDONALDS,2496.7,Food
09-10-2024,ZARA,1434.76,Shopping
23-11-2023,SBI HOME LOAN EMI,30435.97,EMI
11-12-2024,BLINKIT,1393.43,Food
01-01-2023,BLINKIT,1056.23,Food
28-10-2024,FLIPKART,3601.52,Shopping
31-10-2024,AMAZON INDIA,5114.46,Shopping
06-11-2023,UPI/KFC,814.9,Food
04-04-2024,STARBUCKS,733.54,Food
